sparsity_dict: {'0-self_attn.q_proj': 0.5, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.47500000000000003, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.525, '0-mlp.up_proj': 0.525, '1-self_attn.q_proj': 0.45, '1-self_attn.k_proj': 0.55, '1-self_attn.v_proj': 0.5, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.45, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.45, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.5, '2-self_attn.o_proj': 0.55, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.55, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.47500000000000003, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.5, '3-mlp.gate_proj': 0.5, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.47500000000000003, '4-self_attn.k_proj': 0.47500000000000003, '4-self_attn.v_proj': 0.5, '4-self_attn.o_proj': 0.525, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.525, '4-mlp.up_proj': 0.55, '5-self_attn.q_proj': 0.5, '5-self_attn.k_proj': 0.47500000000000003, '5-self_attn.v_proj': 0.5, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.45, '6-self_attn.q_proj': 0.47500000000000003, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.45, '6-self_attn.o_proj': 0.45, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.525, '7-self_attn.v_proj': 0.5, '7-self_attn.o_proj': 0.55, '7-mlp.gate_proj': 0.525, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.49566062176165804, loss: 11.040783882141113
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.55, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.47500000000000003, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.4964216321243523, loss: 10.953025817871094
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.525, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.49588730569948186, loss: 10.932821273803711
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
sparsity_dict: {'0-self_attn.q_proj': 0.45, '0-self_attn.k_proj': 0.47500000000000003, '0-self_attn.v_proj': 0.45, '0-self_attn.o_proj': 0.525, '0-mlp.gate_proj': 0.55, '0-mlp.down_proj': 0.5, '0-mlp.up_proj': 0.5, '1-self_attn.q_proj': 0.525, '1-self_attn.k_proj': 0.5, '1-self_attn.v_proj': 0.45, '1-self_attn.o_proj': 0.45, '1-mlp.gate_proj': 0.5, '1-mlp.down_proj': 0.45, '1-mlp.up_proj': 0.47500000000000003, '2-self_attn.q_proj': 0.55, '2-self_attn.k_proj': 0.47500000000000003, '2-self_attn.v_proj': 0.55, '2-self_attn.o_proj': 0.5, '2-mlp.gate_proj': 0.47500000000000003, '2-mlp.down_proj': 0.45, '2-mlp.up_proj': 0.47500000000000003, '3-self_attn.q_proj': 0.55, '3-self_attn.k_proj': 0.5, '3-self_attn.v_proj': 0.5, '3-self_attn.o_proj': 0.525, '3-mlp.gate_proj': 0.55, '3-mlp.down_proj': 0.45, '3-mlp.up_proj': 0.5, '4-self_attn.q_proj': 0.55, '4-self_attn.k_proj': 0.525, '4-self_attn.v_proj': 0.45, '4-self_attn.o_proj': 0.55, '4-mlp.gate_proj': 0.525, '4-mlp.down_proj': 0.5, '4-mlp.up_proj': 0.45, '5-self_attn.q_proj': 0.55, '5-self_attn.k_proj': 0.55, '5-self_attn.v_proj': 0.55, '5-self_attn.o_proj': 0.55, '5-mlp.gate_proj': 0.55, '5-mlp.down_proj': 0.47500000000000003, '5-mlp.up_proj': 0.525, '6-self_attn.q_proj': 0.45, '6-self_attn.k_proj': 0.45, '6-self_attn.v_proj': 0.55, '6-self_attn.o_proj': 0.47500000000000003, '6-mlp.gate_proj': 0.5, '6-mlp.down_proj': 0.525, '6-mlp.up_proj': 0.45, '7-self_attn.q_proj': 0.47500000000000003, '7-self_attn.k_proj': 0.5, '7-self_attn.v_proj': 0.55, '7-self_attn.o_proj': 0.5, '7-mlp.gate_proj': 0.45, '7-mlp.down_proj': 0.47500000000000003, '7-mlp.up_proj': 0.45}, total_sparsity:0.495110103626943, loss: 10.890697479248047
